"Date","Open","High","Low","Close","Adj Close","Volume"
"Oct 26 2016",17329.03,17391.84,17295.46,17391.84,17391.84,98100
"Oct 25 2016",17298.63,17381.80,17298.63,17365.25,17365.25,108400
"Oct 24 2016",17216.56,17244.74,17162.21,17234.42,17234.42,87700
"Oct 21 2016",17283.75,17288.89,17151.98,17184.59,17184.59,114200
"Oct 20 2016",16999.36,17235.50,16992.14,17235.50,17235.50,112400
"Oct 19 2016",16952.91,17016.66,16938.46,16998.91,16998.91,101700
"Oct 18 2016",16862.31,16966.90,16844.17,16963.61,16963.61,98600
"Oct 17 2016",16871.84,16954.44,16821.49,16900.12,16900.12,95100
"Oct 14 2016",16751.04,16866.56,16727.78,16856.37,16856.37,109400
"Oct 13 2016",16923.82,16974.25,16739.73,16774.24,16774.24,111100
"Oct 12 2016",16850.73,16951.54,16839.41,16840.00,16840.00,116300
"Oct 11 2016",16936.31,17074.46,16931.12,17024.76,17024.76,111600
"Oct 07 2016",16883.12,16895.13,16820.21,16860.09,16860.09,100300
"Oct 06 2016",16913.60,16971.28,16888.77,16899.10,16899.10,110600
"Oct 05 2016",16787.89,16844.35,16728.19,16819.24,16819.24,115100
"Oct 04 2016",16661.51,16747.20,16637.82,16735.65,16735.65,100300
"Oct 03 2016",16566.03,16652.16,16554.83,16598.67,16598.67,99200
"Sep 30 2016",16474.45,16497.55,16407.78,16449.84,16449.84,124400
"Sep 29 2016",16606.30,16756.43,16584.14,16693.71,16693.71,122700
"Sep 28 2016",16504.99,16515.84,16385.03,16465.40,16465.40,112200
"Sep 27 2016",16390.91,16683.93,16285.41,16683.93,16683.93,157100
"Sep 26 2016",16707.45,16707.45,16514.93,16544.56,16544.56,102900
"Sep 23 2016",16759.84,16808.59,16725.53,16754.02,16754.02,138000
"Sep 21 2016",16471.85,16823.63,16399.65,16807.62,16807.62,191100
"Sep 20 2016",16403.22,16591.70,16403.22,16492.15,16492.15,121500
"Sep 16 2016",16458.74,16532.84,16415.86,16519.29,16519.29,127100
"Sep 15 2016",16512.42,16528.02,16359.78,16405.01,16405.01,117800
"Sep 14 2016",16632.06,16706.61,16585.80,16614.24,16614.24,116300
"Sep 13 2016",16764.65,16787.06,16658.40,16729.04,16729.04,98200
"Sep 12 2016",16748.36,16802.00,16601.54,16672.92,16672.92,112800
"Sep 09 2016",16994.37,17029.78,16902.09,16965.76,16965.76,123900
"Sep 08 2016",16984.00,17001.84,16836.65,16958.77,16958.77,111300
"Sep 07 2016",16937.38,17024.26,16903.20,17012.44,17012.44,132500
"Sep 06 2016",17035.03,17097.59,17022.64,17081.98,17081.98,108300
"Sep 05 2016",17131.52,17156.36,17009.21,17037.63,17037.63,127400
"Sep 02 2016",16903.78,16946.49,16848.12,16925.68,16925.68,116200
"Sep 01 2016",16885.16,16941.18,16864.56,16926.84,16926.84,131500
"Aug 31 2016",16857.83,16917.86,16836.96,16887.40,16887.40,150300
"Aug 30 2016",16690.98,16752.16,16677.85,16725.36,16725.36,103700
"Aug 29 2016",16631.06,16764.64,16616.65,16737.49,16737.49,113900
"Aug 26 2016",16485.55,16490.53,16320.43,16360.71,16360.71,104600
"Aug 25 2016",16580.15,16628.79,16520.84,16555.95,16555.95,92900
"Aug 24 2016",16550.21,16648.07,16544.39,16597.30,16597.30,91100
"Aug 23 2016",16549.82,16663.64,16452.01,16497.36,16497.36,107600
"Aug 22 2016",16599.26,16631.23,16540.94,16598.19,16598.19,95300
"Aug 19 2016",16558.38,16613.04,16452.62,16545.82,16545.82,121900
"Aug 18 2016",16649.91,16714.61,16481.41,16486.01,16486.01,130400
"Aug 17 2016",16596.26,16772.11,16596.26,16745.64,16745.64,117400
"Aug 16 2016",16878.66,16887.57,16596.51,16596.51,16596.51,110000
"Aug 15 2016",16866.89,16932.11,16844.58,16869.56,16869.56,83700
"Aug 12 2016",16877.18,16943.67,16818.43,16919.92,16919.92,119100
"Aug 10 2016",16699.08,16822.86,16657.59,16735.12,16735.12,113800
"Aug 09 2016",16632.41,16779.59,16630.56,16764.97,16764.97,127500
"Aug 08 2016",16462.29,16652.04,16455.57,16650.57,16650.57,141600
"Aug 05 2016",16278.99,16355.98,16230.70,16254.45,16254.45,129400
"Aug 04 2016",16168.34,16270.12,15921.04,16254.89,16254.89,160000
"Aug 03 2016",16227.28,16275.34,16056.67,16083.11,16083.11,155400
"Aug 02 2016",16469.68,16541.88,16391.45,16391.45,16391.45,131900
"Aug 01 2016",16415.31,16677.49,16319.15,16635.77,16635.77,174100
"Jul 29 2016",16359.68,16679.19,16174.35,16569.27,16569.27,234600
"Jul 28 2016",16596.15,16616.28,16450.28,16476.84,16476.84,126400
"Jul 27 2016",16526.06,16821.43,16526.06,16664.82,16664.82,155500
"Jul 26 2016",16535.81,16535.81,16323.10,16383.04,16383.04,129400
"Jul 25 2016",16655.81,16778.65,16612.33,16620.29,16620.29,102900
"Jul 22 2016",16612.90,16691.81,16566.98,16627.25,16627.25,100800
"Jul 21 2016",16855.18,16938.96,16740.00,16810.22,16810.22,134800
"Jul 20 2016",16646.92,16692.84,16554.03,16681.89,16681.89,120500
"Jul 19 2016",16612.09,16726.71,16514.66,16723.31,16723.31,131600
"Jul 15 2016",16396.12,16607.32,16396.12,16497.85,16497.85,171900
"Jul 14 2016",16242.20,16398.73,16229.26,16385.89,16385.89,136100
"Jul 13 2016",16343.00,16444.25,16196.44,16231.43,16231.43,195600
"Jul 12 2016",15961.30,16237.62,15956.91,16095.65,16095.65,185100
"Jul 11 2016",15375.94,15816.67,15375.94,15708.82,15708.82,138900
"Jul 08 2016",15326.84,15399.70,15106.52,15106.98,15106.98,129500
"Jul 07 2016",15346.81,15418.90,15241.91,15276.24,15276.24,127300
"Jul 06 2016",15434.46,15434.46,15167.98,15378.99,15378.99,158400
"Jul 05 2016",15682.16,15702.04,15602.73,15669.33,15669.33,109200
"Jul 04 2016",15554.04,15805.31,15553.92,15775.80,15775.80,108500
"Jul 01 2016",15698.02,15765.00,15635.57,15682.48,15682.48,119900
"Jun 30 2016",15752.71,15781.69,15575.92,15575.92,15575.92,150700
"Jun 29 2016",15523.35,15626.66,15398.31,15566.83,15566.83,147400
"Jun 28 2016",15094.71,15443.82,14987.79,15323.14,15323.14,180900
"Jun 27 2016",15153.08,15323.95,15061.66,15309.21,15309.21,161900
"Jun 24 2016",16333.87,16389.17,14864.01,14952.02,14952.02,263000
"Jun 23 2016",16098.61,16263.87,16057.86,16238.35,16238.35,110800
"Jun 22 2016",16095.81,16160.99,15980.65,16065.72,16065.72,111700
"Jun 21 2016",15875.81,16202.30,15770.96,16169.11,16169.11,120900
"Jun 20 2016",15839.06,16035.44,15835.86,15965.30,15965.30,132000
"Jun 17 2016",15631.79,15774.87,15582.94,15599.66,15599.66,167200
"Jun 16 2016",15871.22,15913.08,15395.98,15434.14,15434.14,154200
"Jun 15 2016",15799.07,15997.30,15752.01,15919.58,15919.58,136800
"Jun 14 2016",16001.19,16082.50,15762.09,15859.00,15859.00,131700
"Jun 13 2016",16319.11,16335.38,16019.18,16019.18,16019.18,126200
"Jun 10 2016",16637.51,16643.36,16496.11,16601.36,16601.36,155000
"Jun 09 2016",16742.03,16785.83,16587.77,16668.41,16668.41,115500
"Jun 08 2016",16722.49,16830.92,16581.71,16830.92,16830.92,112100
"Jun 07 2016",16651.05,16701.01,16536.23,16675.45,16675.45,109000
"Jun 06 2016",16373.32,16581.30,16322.64,16580.03,16580.03,122200
"Jun 03 2016",16599.51,16716.14,16554.60,16642.23,16642.23,110600
"Jun 02 2016",16817.26,16819.85,16525.47,16562.55,16562.55,142800
"Jun 01 2016",17097.22,17145.95,16908.92,16955.73,16955.73,133700
"May 31 2016",17029.46,17251.36,16988.64,17234.98,17234.98,156700
"May 30 2016",16973.72,17068.02,16910.19,17068.02,17068.02,100300
"May 27 2016",16830.50,16901.09,16792.73,16834.84,16834.84,111800
"May 26 2016",16927.69,16957.56,16743.17,16772.46,16772.46,122000
"May 25 2016",16764.35,16806.03,16731.12,16757.35,16757.35,107400
"May 24 2016",16605.04,16605.04,16471.37,16498.76,16498.76,109700
"May 23 2016",16671.28,16691.50,16417.84,16654.60,16654.60,116500
"May 20 2016",16594.99,16770.87,16548.34,16736.35,16736.35,126300
"May 19 2016",16807.46,16841.04,16590.16,16646.66,16646.66,141600
"May 18 2016",16611.40,16795.47,16513.17,16644.69,16644.69,165100
"May 17 2016",16618.95,16655.89,16509.31,16652.80,16652.80,117600
"May 16 2016",16391.92,16632.62,16391.92,16466.40,16466.40,125100
"May 13 2016",16804.17,16804.17,16400.87,16412.21,16412.21,171600
"May 12 2016",16459.69,16658.07,16374.59,16646.34,16646.34,138700
"May 11 2016",16736.72,16814.64,16536.61,16579.01,16579.01,143500
"May 10 2016",16307.50,16587.63,16229.15,16565.19,16565.19,166500
"May 09 2016",16226.57,16292.86,16159.31,16216.03,16216.03,118800
"May 06 2016",16212.67,16271.61,15989.35,16106.72,16106.72,152700
"May 02 2016",16357.10,16357.10,15975.47,16147.38,16147.38,179900
"Apr 28 2016",17438.99,17572.27,16652.74,16666.05,16666.05,233100
"Apr 27 2016",17369.68,17417.54,17230.23,17290.49,17290.49,140900
"Apr 26 2016",17358.56,17426.02,17200.50,17353.28,17353.28,161600
"Apr 25 2016",17613.56,17613.56,17403.87,17439.30,17439.30,171600
"Apr 22 2016",17220.47,17572.49,17192.39,17572.49,17572.49,228300
"Apr 21 2016",17187.27,17381.70,17144.53,17363.62,17363.62,165900
"Apr 20 2016",17053.83,17099.36,16870.73,16906.54,16906.54,143900
"Apr 19 2016",16582.66,16900.33,16570.50,16874.44,16874.44,145700
"Apr 18 2016",16521.25,16526.90,16254.20,16275.95,16275.95,140600
"Apr 15 2016",16720.39,16928.67,16720.39,16848.03,16848.03,133300
"Apr 14 2016",16629.83,16911.05,16602.17,16911.05,16911.05,175400
"Apr 13 2016",16142.71,16405.59,16132.23,16381.22,16381.22,158800
"Apr 12 2016",15719.24,15963.03,15693.61,15928.79,15928.79,147000
"Apr 11 2016",15761.57,15778.74,15525.49,15751.13,15751.13,129900
"Apr 08 2016",15597.04,16027.63,15471.80,15821.52,15821.52,176800
"Apr 07 2016",15739.26,15871.10,15636.21,15749.84,15749.84,146000
"Apr 06 2016",15727.70,15828.61,15612.91,15715.36,15715.36,150500
"Apr 05 2016",16044.23,16066.18,15698.55,15732.82,15732.82,158100
"Apr 04 2016",16087.76,16238.51,16029.50,16123.27,16123.27,144800
"Apr 01 2016",16719.56,16719.56,16113.01,16164.16,16164.16,178400
"Mar 31 2016",16997.14,17033.65,16758.67,16758.67,16758.67,157500
"Mar 30 2016",17078.03,17078.03,16875.91,16878.96,16878.96,131200
"Mar 29 2016",16985.28,17137.20,16948.43,17103.53,17103.53,117000
"Mar 28 2016",17129.27,17167.88,16961.41,17134.37,17134.37,123500
"Mar 25 2016",16949.53,17026.14,16889.40,17002.75,17002.75,126500
"Mar 24 2016",16979.39,17041.16,16843.99,16892.33,16892.33,142100
"Mar 23 2016",17066.27,17142.08,16964.31,17000.98,17000.98,104700
"Mar 22 2016",16937.31,17107.80,16851.21,17048.55,17048.55,136200
"Mar 18 2016",16883.75,16920.91,16613.69,16724.81,16724.81,155700
"Mar 17 2016",17107.60,17253.03,16814.84,16936.38,16936.38,152500
"Mar 16 2016",16981.36,17102.45,16950.84,16974.45,16974.45,126400
"Mar 15 2016",17219.89,17279.30,17042.56,17117.07,17117.07,144300
"Mar 14 2016",17155.52,17291.35,17149.21,17233.75,17233.75,140900
"Mar 11 2016",16610.18,17015.30,16575.75,16938.87,16938.87,198000
"Mar 10 2016",16811.00,16887.60,16713.13,16852.35,16852.35,135600
"Mar 09 2016",16625.59,16706.25,16494.80,16642.20,16642.20,160700
"Mar 08 2016",16889.48,16909.79,16570.22,16783.15,16783.15,182800
"Mar 07 2016",17024.64,17026.25,16894.58,16911.32,16911.32,159500
"Mar 04 2016",16927.36,17042.92,16861.38,17014.78,17014.78,183600
"Mar 03 2016",16695.78,16962.95,16691.94,16960.16,16960.16,201400
"Mar 02 2016",16391.48,16815.25,16388.92,16746.55,16746.55,175100
"Mar 01 2016",16013.00,16099.42,15857.37,16085.51,16085.51,152300
"Feb 29 2016",16313.31,16464.75,16026.76,16026.76,16026.76,164300
"Feb 26 2016",16311.52,16472.50,16188.41,16188.41,16188.41,147400
"Feb 25 2016",15983.47,16218.29,15953.93,16140.34,16140.34,169800
"Feb 24 2016",15851.13,16006.45,15753.77,15915.79,15915.79,151600
"Feb 23 2016",16230.38,16350.38,16001.19,16052.05,16052.05,165200
"Feb 22 2016",15851.39,16187.40,15816.83,16111.05,16111.05,139800
"Feb 19 2016",16050.40,16050.46,15799.35,15967.17,15967.17,161700
"Feb 18 2016",16138.08,16337.59,16118.80,16196.80,16196.80,187800
"Feb 17 2016",16035.35,16214.46,15632.12,15836.36,15836.36,204100
"Feb 16 2016",15849.47,16341.56,15809.58,16054.43,16054.43,224900
"Feb 15 2016",15248.38,16155.10,15243.88,16022.58,16022.58,232200
"Feb 12 2016",15426.27,15437.22,14865.77,14952.61,14952.61,340500
"Feb 10 2016",16127.86,16163.03,15429.99,15713.39,15713.39,283500
"Feb 09 2016",16666.79,16668.70,16025.94,16085.44,16085.44,228200
"Feb 08 2016",16620.91,17099.01,16552.30,17004.30,17004.30,200100
"Feb 05 2016",16790.53,16893.12,16627.80,16819.59,16819.59,259900
"Feb 04 2016",17071.11,17209.56,16941.88,17044.99,17044.99,238800
"Feb 03 2016",17497.41,17515.68,17080.57,17191.25,17191.25,228500
"Feb 02 2016",17716.52,17864.70,17684.66,17750.68,17750.68,200800
"Feb 01 2016",17699.60,17905.37,17666.48,17865.23,17865.23,245000
"Jan 29 2016",17155.06,17638.93,16767.09,17518.30,17518.30,294400
"Jan 28 2016",17059.84,17235.44,16942.13,17041.45,17041.45,140900
"Jan 27 2016",16949.19,17242.27,16947.95,17163.92,17163.92,155000
"Jan 26 2016",16833.13,16839.52,16652.26,16708.90,16708.90,147000
"Jan 25 2016",17145.81,17208.24,16922.21,17110.91,17110.91,157000
"Jan 22 2016",16336.72,16993.96,16332.45,16958.53,16958.53,186800
"Jan 21 2016",16466.86,16734.58,16017.26,16017.26,16017.26,228200
"Jan 20 2016",17030.28,17031.32,16387.61,16416.19,16416.19,177800
"Jan 19 2016",16902.29,17088.31,16812.65,17048.37,17048.37,154200
"Jan 18 2016",16826.93,17037.26,16665.05,16955.57,16955.57,157200
"Jan 15 2016",17522.46,17597.87,17057.60,17147.11,17147.11,173000
"Jan 14 2016",17384.93,17393.83,16944.41,17240.95,17240.95,178300
"Jan 13 2016",17449.12,17717.75,17414.55,17715.63,17715.63,145900
"Jan 12 2016",17470.93,17546.57,17184.78,17218.96,17218.96,178400
"Jan 08 2016",17562.23,17975.31,17509.64,17697.96,17697.96,184300
"Jan 07 2016",18139.77,18172.04,17767.34,17767.34,17767.34,168000
"Jan 06 2016",18410.57,18469.38,18064.30,18191.32,18191.32,142200
"Jan 05 2016",18398.76,18547.38,18327.52,18374.00,18374.00,132300
"Jan 04 2016",18818.58,18951.12,18394.43,18450.98,18450.98,140200
"Dec 30 2015",19070.83,19113.18,19017.27,19033.71,19033.71,100500
"Dec 29 2015",18843.39,18991.01,18783.36,18982.23,18982.23,96900
"Dec 28 2015",18838.91,18922.90,18764.54,18873.35,18873.35,102300
"Dec 25 2015",18823.91,18870.70,18744.44,18769.06,18769.06,122600
"Dec 24 2015",19071.41,19071.41,18780.94,18789.69,18789.69,129500
"Dec 22 2015",18927.86,18943.46,18824.65,18886.70,18886.70,135700
"Dec 21 2015",18845.50,18979.83,18651.13,18916.02,18916.02,154800
"Dec 18 2015",19320.46,19869.08,18982.25,18986.80,18986.80,199200
"Dec 17 2015",19364.57,19507.17,19325.15,19353.56,19353.56,152700
"Dec 16 2015",18868.20,19054.89,18859.11,19049.91,19049.91,143900
"Dec 15 2015",18869.04,18897.87,18562.51,18565.90,18565.90,137800
"Dec 14 2015",18887.09,18911.78,18611.09,18883.42,18883.42,134300
"Dec 11 2015",19020.75,19282.21,19020.75,19230.48,19230.48,165800
"Dec 10 2015",19070.02,19125.06,19025.78,19046.55,19046.55,119700
"Dec 09 2015",19391.50,19475.40,19260.12,19301.07,19301.07,130300
"Dec 08 2015",19689.87,19764.21,19475.28,19492.60,19492.60,124100
"Dec 07 2015",19710.39,19811.51,19677.21,19698.15,19698.15,103300
"Dec 04 2015",19616.52,19660.90,19444.54,19504.48,19504.48,134100
"Dec 03 2015",19894.63,19967.88,19862.74,19939.90,19939.90,116200
"Dec 02 2015",19957.50,20002.12,19926.22,19938.13,19938.13,115900
"Dec 01 2015",19799.08,20012.40,19797.55,20012.40,20012.40,133100
"Nov 30 2015",19857.38,19867.95,19707.67,19747.47,19747.47,161200
"Nov 27 2015",19994.05,19994.05,19831.25,19883.94,19883.94,114600
"Nov 26 2015",19929.97,19992.44,19926.10,19944.41,19944.41,117300
"Nov 25 2015",19856.84,19871.75,19786.53,19847.58,19847.58,133200
"Nov 24 2015",19875.99,19954.00,19834.76,19924.89,19924.89,133900
"Nov 20 2015",19800.20,19879.81,19715.74,19879.81,19879.81,109700
"Nov 19 2015",19851.24,19959.06,19761.56,19859.81,19859.81,139600
"Nov 18 2015",19771.86,19840.00,19643.97,19649.18,19649.18,126700
"Nov 17 2015",19641.67,19726.01,19628.84,19630.63,19630.63,145400
"Nov 16 2015",19263.96,19451.09,19252.04,19393.69,19393.69,111500
"Nov 13 2015",19495.26,19601.49,19388.91,19596.91,19596.91,139100
"Nov 12 2015",19644.65,19725.83,19597.99,19697.77,19697.77,123500
"Nov 11 2015",19602.01,19724.12,19602.01,19691.39,19691.39,131300
"Nov 10 2015",19457.05,19674.05,19457.05,19671.26,19671.26,131200
"Nov 09 2015",19411.51,19684.41,19389.74,19642.74,19642.74,168800
"Nov 06 2015",19194.34,19294.15,19164.86,19265.60,19265.60,121300
"Nov 05 2015",19029.44,19167.09,18995.96,19116.41,19116.41,145900
"Nov 04 2015",18941.32,19151.89,18926.91,18926.91,18926.91,157000
"Nov 02 2015",18827.11,18861.11,18641.22,18683.24,18683.24,148300
"Oct 30 2015",18924.31,19202.34,18784.69,19083.10,19083.10,182000
"Oct 29 2015",19046.16,19080.89,18809.48,18935.71,18935.71,178200
"Oct 28 2015",18826.94,18925.51,18815.12,18903.02,18903.02,110200
"Oct 27 2015",18961.16,18964.99,18760.79,18777.04,18777.04,123300
"Oct 26 2015",19036.13,19088.76,18937.45,18947.12,18947.12,121800
"Oct 23 2015",18762.65,18915.64,18746.61,18825.30,18825.30,147500
"Oct 22 2015",18443.69,18579.14,18376.01,18435.87,18435.87,123900
"Oct 21 2015",18167.64,18605.41,18167.64,18554.28,18554.28,142900
"Oct 20 2015",18245.54,18253.13,18147.98,18207.15,18207.15,118800
"Oct 19 2015",18282.78,18314.09,18078.43,18131.23,18131.23,121300
"Oct 16 2015",18300.83,18397.52,18238.78,18291.80,18291.80,129600
"Oct 15 2015",17804.91,18170.67,17758.12,18096.90,18096.90,131700
"Oct 14 2015",18106.66,18126.39,17831.53,17891.00,17891.00,145000
"Oct 13 2015",18335.15,18359.71,18223.80,18234.74,18234.74,144300
"Oct 09 2015",18281.51,18438.67,18184.96,18438.67,18438.67,185000
"Oct 08 2015",18310.62,18400.69,18121.68,18141.17,18141.17,158300
"Oct 07 2015",18168.20,18379.23,18043.08,18322.98,18322.98,160800
"Oct 06 2015",18302.41,18372.72,18094.85,18186.10,18186.10,147600
"Oct 05 2015",17921.00,18079.46,17869.74,18005.49,18005.49,120900
"Oct 02 2015",17564.39,17775.77,17537.85,17725.13,17725.13,125300
"Oct 01 2015",17479.97,17831.58,17389.57,17722.42,17722.42,161200
"Sep 30 2015",17193.84,17460.97,17179.40,17388.15,17388.15,156500
"Sep 29 2015",17359.38,17366.95,16901.49,16930.84,16930.84,206300
"Sep 28 2015",17811.12,17886.49,17562.60,17645.11,17645.11,130800
"Sep 25 2015",17618.30,17880.51,17483.69,17880.51,17880.51,184800
"Sep 24 2015",17803.41,17865.84,17571.83,17571.83,17571.83,167900
"Sep 18 2015",18275.48,18295.90,18069.50,18070.21,18070.21,172000
"Sep 17 2015",18361.99,18468.20,18289.63,18432.27,18432.27,130900
"Sep 16 2015",18238.15,18291.97,18094.99,18171.60,18171.60,126000
"Sep 15 2015",18082.72,18329.57,17995.98,18026.48,18026.48,146400
"Sep 14 2015",18341.01,18344.07,17925.09,17965.70,17965.70,126500
"Sep 11 2015",18155.71,18362.99,18124.35,18264.22,18264.22,201500
"Sep 10 2015",18418.64,18420.56,17956.15,18299.62,18299.62,172700
"Sep 09 2015",17758.13,18770.51,17756.76,18770.51,18770.51,201700
"Sep 08 2015",17941.91,17962.56,17415.61,17427.08,17427.08,154900
"Sep 07 2015",17674.82,18013.64,17478.72,17860.47,17860.47,164600
"Sep 04 2015",18312.13,18312.13,17608.17,17792.16,17792.16,171100
"Sep 03 2015",18359.53,18481.57,18176.75,18182.39,18182.39,143000
"Sep 02 2015",17861.81,18467.44,17857.30,18095.40,18095.40,197900
"Sep 01 2015",18763.72,18777.47,18165.69,18165.69,18165.69,176800
"Aug 31 2015",19006.98,19019.61,18749.77,18890.48,18890.48,167600
"Aug 28 2015",18908.73,19192.82,18901.09,19136.32,19136.32,205200
"Aug 27 2015",18680.47,18810.05,18486.46,18574.44,18574.44,192100
"Aug 26 2015",17894.29,18442.84,17714.30,18376.83,18376.83,246800
"Aug 25 2015",18171.66,18835.35,17747.50,17806.70,17806.70,335600
"Aug 24 2015",19075.05,19154.65,18498.80,18540.68,18540.68,274400
"Aug 21 2015",19711.34,19737.54,19435.83,19435.83,19435.83,189900
"Aug 20 2015",20194.26,20246.47,20033.29,20033.52,20033.52,147900
"Aug 19 2015",20467.49,20521.97,20218.03,20222.63,20222.63,145500
"Aug 18 2015",20640.59,20663.18,20545.25,20554.47,20554.47,113100
"Aug 17 2015",20600.16,20668.87,20541.00,20620.26,20620.26,106600
"Aug 14 2015",20518.36,20605.46,20484.67,20519.45,20519.45,139400
"Aug 13 2015",20392.54,20633.91,20306.98,20595.55,20595.55,167400
"Aug 12 2015",20632.68,20703.20,20303.02,20392.77,20392.77,170300
"Aug 11 2015",20920.60,20946.93,20582.01,20720.75,20720.75,159200
"Aug 10 2015",20618.31,20820.86,20617.05,20808.69,20808.69,138700
"Aug 07 2015",20601.57,20754.00,20567.51,20724.56,20724.56,147000
"Aug 06 2015",20768.77,20817.48,20664.44,20664.44,20664.44,167000
"Aug 05 2015",20490.15,20715.48,20469.87,20614.06,20614.06,173500
"Aug 04 2015",20462.18,20552.04,20448.49,20520.36,20520.36,166700
"Aug 03 2015",20540.21,20562.20,20396.50,20548.11,20548.11,173600
"Jul 31 2015",20506.55,20585.24,20466.80,20585.24,20585.24,175400
"Jul 30 2015",20450.61,20583.57,20443.89,20522.83,20522.83,181400
"Jul 29 2015",20425.69,20425.69,20205.21,20302.91,20302.91,132800
"Jul 28 2015",20188.57,20423.58,20070.62,20328.89,20328.89,149800
"Jul 27 2015",20374.05,20486.93,20278.73,20350.10,20350.10,122600
"Jul 24 2015",20603.63,20631.54,20527.78,20544.53,20544.53,110700
"Jul 23 2015",20693.57,20708.23,20648.76,20683.95,20683.95,119100
"Jul 22 2015",20657.80,20677.84,20576.19,20593.67,20593.67,145400
"Jul 21 2015",20763.31,20850.00,20710.34,20841.97,20841.97,134500
"Jul 17 2015",20646.63,20658.95,20611.22,20650.92,20650.92,118100
"Jul 16 2015",20588.98,20612.50,20522.25,20600.12,20600.12,136800
"Jul 15 2015",20478.85,20496.60,20401.09,20463.33,20463.33,127100
"Jul 14 2015",20355.33,20435.53,20322.20,20385.33,20385.33,161800
"Jul 13 2015",19929.92,20120.15,19911.39,20089.77,20089.77,139000
"Jul 10 2015",19829.93,19978.24,19720.15,19779.83,19779.83,193000
"Jul 09 2015",19422.78,19855.50,19115.20,19855.50,19855.50,252900
"Jul 08 2015",20282.49,20310.89,19737.64,19737.64,19737.64,207600
"Jul 07 2015",20354.23,20428.00,20337.18,20376.59,20376.59,139300
"Jul 06 2015",20200.15,20310.72,20012.23,20112.12,20112.12,163700
"Jul 03 2015",20476.69,20557.51,20431.25,20539.79,20539.79,145800
"Jul 02 2015",20565.94,20601.73,20479.85,20522.50,20522.50,137800
"Jul 01 2015",20291.05,20346.74,20225.27,20329.32,20329.32,123600
"Jun 30 2015",20174.61,20243.18,20118.26,20235.73,20235.73,168100
"Jun 29 2015",20305.97,20361.60,20093.16,20109.95,20109.95,165300
"Jun 26 2015",20758.43,20785.76,20650.00,20706.15,20706.15,140100
"Jun 25 2015",20777.69,20866.58,20758.60,20771.40,20771.40,128300
"Jun 24 2015",20889.32,20952.71,20838.22,20868.03,20868.03,166700
"Jun 23 2015",20547.74,20809.42,20531.13,20809.42,20809.42,183300
"Jun 22 2015",20174.14,20433.30,20174.14,20428.19,20428.19,140500
"Jun 19 2015",20152.41,20194.45,20075.91,20174.24,20174.24,160900
"Jun 18 2015",20193.59,20200.51,19990.55,19990.82,19990.82,134500
"Jun 17 2015",20306.10,20323.08,20126.57,20219.27,20219.27,124200
"Jun 16 2015",20332.83,20368.21,20234.16,20257.94,20257.94,133000
"Jun 15 2015",20205.10,20401.48,20205.10,20387.79,20387.79,115700
"Jun 12 2015",20431.78,20437.26,20331.19,20407.08,20407.08,189900
"Jun 11 2015",20183.61,20382.97,20178.04,20382.97,20382.97,150400
"Jun 10 2015",20126.36,20264.92,20016.32,20046.36,20046.36,183200
"Jun 09 2015",20293.05,20332.42,20095.48,20096.30,20096.30,160700
"Jun 08 2015",20537.85,20544.94,20359.06,20457.19,20457.19,139800
"Jun 05 2015",20398.76,20480.25,20363.18,20460.90,20460.90,165800
"Jun 04 2015",20539.94,20552.46,20438.21,20488.19,20488.19,171700
"Jun 03 2015",20443.15,20506.35,20397.73,20473.51,20473.51,168700
"Jun 02 2015",20604.67,20619.61,20470.26,20543.19,20543.19,200400
"Jun 01 2015",20444.54,20595.41,20410.27,20569.87,20569.87,173400
"May 29 2015",20510.27,20636.41,20508.40,20563.15,20563.15,241100
"May 28 2015",20590.28,20655.33,20473.27,20551.46,20551.46,241500
"May 27 2015",20380.64,20513.22,20363.21,20472.58,20472.58,184700
"May 26 2015",20431.27,20473.85,20378.77,20437.48,20437.48,130800
"May 25 2015",20331.92,20417.77,20318.54,20413.77,20413.77,139800
"May 22 2015",20208.85,20278.31,20130.84,20264.41,20264.41,141500
"May 21 2015",20215.46,20320.90,20175.78,20202.87,20202.87,181800
"May 20 2015",20175.59,20278.89,20148.51,20196.56,20196.56,176400
"May 19 2015",19977.14,20087.70,19946.75,20026.38,20026.38,184100
"May 18 2015",19766.16,19890.27,19741.22,19890.27,19890.27,206800
"May 15 2015",19693.17,19750.76,19633.75,19732.92,19732.92,178400
"May 14 2015",19661.52,19717.80,19546.82,19570.24,19570.24,171700
"May 13 2015",19568.76,19791.88,19494.70,19764.72,19764.72,193600
"May 12 2015",19608.23,19626.75,19467.65,19624.84,19624.84,203500
"May 11 2015",19637.58,19679.63,19586.81,19620.91,19620.91,214400
"May 08 2015",19315.63,19458.75,19302.71,19379.19,19379.19,181600
"May 07 2015",19356.46,19461.08,19257.85,19291.99,19291.99,165700
"May 01 2015",19510.85,19549.39,19399.16,19531.63,19531.63,154100
"Apr 30 2015",19847.50,19852.66,19502.61,19520.01,19520.01,189100
"Apr 28 2015",20068.65,20133.78,20031.71,20058.95,20058.95,138700
"Apr 27 2015",20063.80,20069.24,19909.86,19983.32,19983.32,123500
"Apr 24 2015",20142.47,20142.47,20013.74,20020.04,20020.04,139700
"Apr 23 2015",20227.28,20252.12,20116.19,20187.65,20187.65,200900
